x_axis,original_from_screenshot_cm,baseline_slow,wave_raw,wave_clean,wave_freq_hz,wave_period_s,baseline_cutoff_hz,baseline_tau_s,cleanup_cutoff_hz,slope_rms,slope_threshold,freq_valid,schmitt_state
28173.475525360045,21.930498600744222,25.39316915026159,-3.462670549517366,0.13887453651442172,0.1398159952431779,7.1522574957230685,0.03495399881079447,4.5532685388415475,0.03495399881079447,4.386394387415875,1.3159183162247623,True,1
28173.74892863231,23.053697786631787,25.25682870616644,-2.2031309195346545,1.3169169481711331,0.1398159952431779,7.1522574957230685,0.03495399881079447,4.5532685388415475,0.03495399881079447,4.37572291477839,1.312716874433517,True,1
28174.022331904576,24.5980966672272,25.21843891429939,-0.6203422470721911,2.73071566922467,0.1398159952431779,7.1522574957230685,0.03495399881079447,4.5532685388415475,0.03495399881079447,4.407634727104885,1.3222904181314654,True,1
28174.295735176845,26.704095140766384,25.30502045269342,1.3990746880729645,4.473302890244093,0.1398159952431779,7.1522574957230685,0.03495399881079447,4.5532685388415475,0.03495399881079447,4.522914599143648,1.3568743797430942,True,1
28174.56913844911,29.231293309013417,25.533837010652405,3.6974562983610113,6.377042152509424,0.1398159952431779,7.1522574957230685,0.03495399881079447,4.5532685388415475,0.03495399881079447,4.723055996863192,1.4169167990589577,True,1
28174.842541721377,31.337291782552605,25.872052563613614,5.46523921893899,7.670158409153944,0.1398159952431779,7.1522574957230685,0.03495399881079447,4.5532685388415475,0.03495399881079447,4.86659992365861,1.459979977097583,True,1
28175.11594499364,32.741290764912065,26.272380176726678,6.468910588185388,8.16833361274406,0.1398159952431779,7.1522574957230685,0.03495399881079447,4.5532685388415475,0.03495399881079447,4.902998230688202,1.4708994692064605,True,1
28175.38934826591,33.79429000168166,26.710744390945276,7.083545610736383,8.27111204116994,0.1398159952431779,7.1522574957230685,0.03495399881079447,4.5532685388415475,0.03495399881079447,4.885788279826436,1.4657364839479305,True,1
28175.662751538177,34.84728923845126,27.184928497301613,7.662360741149648,8.334168346943757,0.1398159952431779,7.1522574957230685,0.03495399881079447,4.5532685388415475,0.03495399881079447,4.858139977684805,1.4574419933054414,True,1
28175.936154810443,35.54928872963099,27.67238929993276,7.876899429698227,8.050502812188684,0.1398159952431779,7.1522574957230685,0.03495399881079447,4.5532685388415475,0.03495399881079447,4.805892082603615,1.4417676247810844,True,1
28176.209558082708,34.70688934021531,28.080821788199298,6.626067552016014,6.404872938448374,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.732998997993564,1.419899699398069,True,-1
28176.482961354974,33.58369015432774,28.400325691321147,5.183364463006594,4.674059625940235,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.695738577649314,1.408721573294794,True,-1
28176.756364627243,32.460490968440176,28.63606432198891,3.824426646451265,3.1226413997214433,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.6723893287447735,1.401716798623432,True,-1
28177.02976789951,30.916092087844767,28.768445785972514,2.1476463018722534,1.3619124269445722,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.6915938786793685,1.4074781636038105,True,-1
28177.30317117177,28.66969371606963,28.76271210861088,-0.09301839254125,-0.8277307345792748,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.810081026233944,1.4430243078701832,True,-1
28177.57657444404,26.002095649586657,28.602427021814847,-2.60033137222819,-3.141406612139152,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,5.018399266630855,1.5055197799892563,True,-1
28177.84997771631,23.82589722692949,28.325095308365725,-4.499198081436234,-4.747628305721439,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,5.160903397960229,1.5482710193880684,True,-1
28178.12338098857,22.702698041041927,27.998651397251017,-5.29595335620909,-5.2224692484609365,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,5.161155264904481,1.5483465794713445,True,-1
28178.39678426084,22.070898498980164,27.654478129465527,-5.583579630485364,-5.190172001224722,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,5.104202462735402,1.5312607388206205,True,-1
28178.670187533105,21.439098956918407,27.29360489520203,-5.854505938283623,-5.14401963132738,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,5.038546926093729,1.5115640778281187,True,-1
28178.94359080537,20.87749936397462,26.92107721987421,-6.0435778558995885,-5.023445115079554,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.969079891984144,1.4907239675952433,True,-1
28179.21699407764,21.22849910956449,26.590558515067713,-5.362059405503224,-4.089828590705631,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.885453324648835,1.4656359973946504,True,-1
28179.490397349902,21.719898753390304,26.307761489757578,-4.587862736367274,-3.123121894114938,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.809952339535738,1.4429857018607215,True,-1
28179.76380062217,22.21129839721611,26.069915359340445,-3.8586169621243336,-2.2548844680623654,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.738798699198869,1.4216396097596606,True,-1
28180.03720389444,23.053697786631787,25.894789729752546,-2.841091943120759,-1.1655167031960125,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.685327748591202,1.4055983245773607,True,-1
28180.310607166703,24.5980966672272,25.819501994873654,-1.2214053276464547,0.42780019924922286,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.6928794922143835,1.407863847664315,True,-1
28180.58401043897,26.42329534429449,25.854559044940288,0.5687362993542031,2.0891651550223713,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.75236158892422,1.425708476677266,True,-1
28180.85741371124,28.248494021361797,25.993554114039966,2.2549399073218304,3.556165799143012,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.824141365006601,1.4472424095019802,True,-1
28181.130816983503,29.933292800193144,26.222300615634992,3.710992184558151,4.7212019858368865,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.879415616767902,1.4638246850303707,True,-1
28181.40422025577,31.547891629906523,26.531511558416007,5.0163800714905165,5.676677997952032,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.921081632586923,1.476324489776077,True,-1
28181.67762352804,33.1624904596199,26.91651506923023,6.245975390389674,6.505285843772736,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.958266439607585,1.4874799318822756,True,-1
28181.951026800303,34.70688934021531,27.368834627089978,7.338054713125334,7.15625197560395,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.985755350096068,1.4957266050288203,True,-1
28182.22443007257,36.11088832257477,27.876409966198672,8.234478356376101,7.5851264936321625,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.996076868614116,1.4988230605842348,True,-1
28182.49783334484,37.44468735581626,28.431956958932776,9.01273039688348,7.877789581756141,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.995602473260137,1.498680741978041,True,-1
28182.771236617104,38.77848638905775,29.03269030683459,9.745796082223158,8.11089748435959,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.992580678603318,1.4977742035809953,True,-1
28183.04463988937,39.83148562582734,29.659682817625747,10.171802808201594,8.041240124936811,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.965751628788677,1.4897254886366031,True,-1
28183.318043161635,39.48048588023748,30.22989178893411,9.25059409130337,6.706632854073363,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.881649224887446,1.4644947674662336,True,-1
28183.5914464339,38.77848638905775,30.72623463401428,8.052251755043468,5.188471797307039,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.811422195538078,1.4434266586614233,True,-1
28183.86484970617,37.8658870505241,31.14077241000011,6.725114640523991,3.6371404225686326,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.761104060306507,1.428331218091952,True,-1
28184.138252978435,36.25128822081072,31.437495798582397,4.813792422228325,1.6256148892640172,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.774940641500625,1.4324821924501874,True,-1
28184.4116562507,34.355889594625445,31.60694164875423,2.7489479458712154,-0.41372732934209067,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.841988483242766,1.45259654497283,True,-1
28184.685059522966,32.460490968440176,31.656499864761226,0.8039911036789498,-2.221735811352673,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.921242639285717,1.476372791785715,True,-1
28184.958462795235,30.705492240490848,31.601283089137947,-0.8957908486470991,-3.6938291932260188,0.1392795663096429,7.179804091124356,0.03481989157741072,4.570805246135417,0.03481989157741072,4.983316814007834,1.49499504420235,True,-1
